loyalty_number,loyalty_card,clv,province
954231,star,3600.93,british columbia
426141,star,3605.86,alberta
619920,star,3605.97,quebec
725575,star,3605.97,manitoba
518622,star,3611.18,ontario
658407,star,3614.08,manitoba
982528,star,3614.08,quebec
162568,star,3622.87,ontario
623569,star,3623.45,alberta
193722,star,3624.9,british columbia
462366,star,3624.9,ontario
113755,star,3633.05,british columbia
567210,star,3635.03,quebec
960629,star,3635.03,british columbia
606074,star,3636.56,ontario
303934,star,3644.83,quebec
329355,star,3644.83,british columbia
594606,star,3644.83,ontario
656993,star,3644.83,british columbia
765989,star,3644.83,manitoba
810100,star,3644.83,saskatchewan
239490,star,3645.46,quebec
555050,star,3649.71,british columbia
357466,star,3651.69,quebec
384090,star,3653.13,ontario
707592,star,22658.54,ontario
486897,star,23331.83,ontario
105932,star,3671.82,newfoundland
636000,star,3671.82,quebec
623654,star,3673.99,british columbia
724424,star,3677.78,british columbia
979330,star,3677.91,british columbia
484592,star,3679.14,british columbia
614428,star,3679.14,ontario
832665,star,3681.25,yukon
246517,star,3683.1,ontario
449417,star,3683.47,quebec
526020,star,25030.89,ontario
880948,star,3691.77,quebec
324773,star,3692.58,quebec
971030,star,3692.58,british columbia
860553,star,3693.44,british columbia
949890,star,3694.15,quebec
136772,star,3697.04,quebec
942685,star,3700.39,british columbia
581712,star,3702.63,british columbia
727363,star,3705.29,manitoba
154726,star,3712.43,ontario
626312,star,3712.43,alberta
789859,star,3713.79,quebec
213112,star,3721.06,british columbia
702325,star,3721.06,quebec
647491,star,3728.83,ontario
440511,star,3728.87,saskatchewan
779184,star,3730.14,nova scotia
140598,star,3731.5,manitoba
266365,star,3731.5,quebec
436226,star,3731.5,ontario
469230,star,3731.5,ontario
754936,star,3731.5,manitoba
892639,star,3731.5,alberta
965674,star,3732.31,british columbia
964791,star,3733.03,quebec
183885,star,3735.84,alberta
542934,star,3740.4,quebec
155354,star,3741.57,ontario
828136,star,3742.58,british columbia
255767,star,3744.58,british columbia
216725,star,3746.75,ontario
537387,star,3746.75,ontario
955716,star,3746.75,british columbia
217802,star,3747.06,quebec
511472,star,3748.14,british columbia
720300,star,3748.99,british columbia
963464,star,3748.99,quebec
899509,star,3755.26,ontario
731494,star,3758.95,quebec
738435,star,3764.47,alberta
578688,star,3766.37,british columbia
184009,star,3768.09,british columbia
284461,star,3771.62,british columbia
371875,star,3771.62,quebec
633627,star,3774.86,ontario
414382,star,3776.67,quebec
677704,star,3781.45,ontario
498514,star,25755.28,ontario
317205,star,3790.19,quebec
479509,star,3791.55,quebec
934529,star,3794.96,quebec
103916,star,3803.92,alberta
332869,star,3808.12,quebec
346554,star,3808.12,british columbia
394454,star,3808.12,british columbia
510264,star,3808.12,british columbia
535944,star,3808.12,ontario
572282,star,3808.12,manitoba
808341,star,3808.12,new brunswick
818271,star,3808.12,ontario
898787,star,3808.12,quebec
402082,star,3815.32,ontario
518236,star,3815.32,british columbia
405768,star,3816.41,nova scotia
423609,star,3816.41,quebec
825920,star,3818.47,newfoundland
160993,star,3819.62,british columbia
192691,star,3821.82,quebec
661035,star,3823.85,manitoba
243061,star,3829.09,british columbia
153072,star,3829.28,quebec
576692,star,3829.28,manitoba
254745,star,25997.75,ontario
943068,star,3833.07,manitoba
179956,star,3834.74,manitoba
113839,star,3839.61,ontario
157971,star,3842.79,british columbia
977523,star,3843.97,ontario
954952,star,3844.57,ontario
166966,star,27945.89,ontario
781495,star,3852.43,manitoba
411876,star,3853.47,manitoba
865654,star,3853.47,quebec
385864,star,3857.77,quebec
194855,star,3857.95,british columbia
174702,star,3858.87,british columbia
747604,star,3858.87,quebec
476288,star,3861.49,british columbia
549858,star,3861.49,ontario
768365,star,29199.81,ontario
983822,star,3861.49,british columbia
292957,star,3864.78,ontario
398611,star,3870.36,british columbia
206947,star,3871.07,new brunswick
233819,star,3871.78,nova scotia
275949,star,30966.32,ontario
336484,star,5363.08,prince edward island
625123,star,3873.65,newfoundland
679132,star,3873.65,ontario
683751,star,3873.65,alberta
867780,star,3873.65,quebec
958274,star,3873.65,ontario
972686,star,3873.65,british columbia
478666,star,3875.54,ontario
682419,star,3883.4,quebec
109896,star,3884.86,manitoba
878284,star,3884.86,quebec
674738,star,3885.46,alberta
689993,star,3885.46,ontario
887748,star,3885.46,newfoundland
672336,star,3886.5,ontario
394806,star,3891.58,ontario
412362,star,3894.62,manitoba
297327,star,3895.03,ontario
658330,star,3895.96,british columbia
419626,star,3896.57,british columbia
707152,star,3909.64,manitoba
280790,star,3910.7,ontario
548251,star,3911.12,ontario
375597,star,3915.8,british columbia
579015,star,3919.37,quebec
954558,star,3919.37,manitoba
874104,star,3920.51,british columbia
105352,star,3923.27,british columbia
110678,star,3933.81,ontario
175104,star,3933.81,british columbia
249559,star,3933.81,saskatchewan
422803,star,3933.81,quebec
799510,star,3933.81,nova scotia
953210,star,3933.81,british columbia
134202,star,3939.01,ontario
549541,star,3939.01,quebec
933233,star,3940.12,quebec
957912,star,4015.34,quebec
927721,star,3942.92,saskatchewan
954750,star,3942.92,nova scotia
488535,star,3944.23,british columbia
925340,star,3945.24,ontario
857814,star,3945.59,quebec
671534,star,3946.37,ontario
900460,star,3954.34,saskatchewan
652370,star,3958.0,alberta
328349,star,3961.59,british columbia
738597,star,3963.39,ontario
607347,star,3964.15,prince edward island
922161,star,3964.53,ontario
832155,star,3964.81,british columbia
868767,star,3964.81,ontario
875485,star,3969.43,ontario
537613,star,3975.32,british columbia
964159,star,3975.32,ontario
128280,star,3979.28,ontario
250711,star,3979.39,british columbia
806859,star,3979.59,quebec
457652,star,3979.72,nova scotia
184151,star,3980.42,quebec
668692,star,3981.78,prince edward island
233017,star,3982.18,british columbia
154643,star,4228.73,quebec
195594,star,3985.4,yukon
309408,star,3985.55,ontario
966204,star,3991.73,british columbia
366133,star,3992.58,ontario
260513,star,4001.52,alberta
397706,star,4002.86,ontario
555102,star,4002.86,british columbia
258238,star,4012.32,british columbia
377796,star,4013.85,ontario
427733,star,4013.96,ontario
326174,star,4014.45,british columbia
571340,star,4014.45,ontario
775193,star,4014.45,ontario
859218,star,4014.45,ontario
251023,star,4016.54,ontario
348085,star,4017.06,ontario
285122,star,4022.96,ontario
597189,star,4025.1,british columbia
932405,star,4027.7,new brunswick
398535,star,4250.28,quebec
551391,star,4035.01,ontario
274879,star,4035.77,new brunswick
460091,star,4037.55,british columbia
885210,star,4038.86,ontario
861917,star,4039.32,ontario
516224,star,4049.42,quebec
805349,star,4050.51,ontario
674689,star,4058.67,british columbia
924724,star,4428.03,quebec
317726,star,4060.96,ontario
804784,star,4061.59,quebec
383898,star,4481.39,quebec
340277,star,4063.33,quebec
199959,star,4628.28,quebec
571479,star,4067.0,ontario
581533,star,4069.78,quebec
472674,star,4076.63,alberta
431514,star,4078.02,british columbia
574723,star,4080.82,nova scotia
794286,star,4082.17,british columbia
117618,star,4082.7,newfoundland
606371,star,4082.7,quebec
573217,star,4087.51,british columbia
902015,star,4089.04,quebec
549080,star,4089.43,quebec
942984,star,4089.43,british columbia
421191,star,4089.46,quebec
395512,star,4091.93,british columbia
897728,star,4095.2,quebec
441719,star,4099.66,quebec
810990,star,4099.66,british columbia
924056,star,4100.47,prince edward island
592088,star,4101.94,quebec
600756,star,4102.2,quebec
180411,star,4108.26,new brunswick
572094,star,4112.63,british columbia
344009,star,4117.47,quebec
869265,star,4117.47,manitoba
144936,star,4118.59,alberta
691645,star,4729.97,quebec
539106,star,4118.59,ontario
436087,star,4786.89,quebec
360868,star,4122.57,quebec
752874,star,4122.96,british columbia
793742,star,4126.61,british columbia
448774,star,4127.5,british columbia
131463,star,4128.09,british columbia
502212,star,4128.39,ontario
712130,star,4130.63,ontario
378267,star,4135.78,ontario
926961,star,4135.78,british columbia
309921,star,4139.53,prince edward island
508215,star,4139.53,british columbia
995943,star,4139.9,british columbia
781347,star,4142.56,british columbia
905180,star,4144.87,quebec
342929,star,4145.71,ontario
820223,star,4145.71,british columbia
424012,star,4148.57,ontario
314935,star,4150.84,saskatchewan
904367,star,4150.84,nova scotia
616207,star,4151.55,quebec
218311,star,4151.67,ontario
316323,star,4151.67,british columbia
923406,star,4152.65,british columbia
403258,star,4157.7,ontario
671928,star,4159.59,quebec
610585,star,4160.02,ontario
962566,star,4160.16,ontario
366250,star,4162.18,quebec
575015,star,4162.18,new brunswick
144702,star,4163.04,ontario
980478,star,4165.25,quebec
932572,star,4165.35,ontario
244387,star,4165.4,yukon
329215,star,4165.4,ontario
420010,star,4861.49,quebec
857353,star,4170.34,ontario
468138,star,4170.57,ontario
414207,star,4170.69,alberta
452976,star,4170.69,new brunswick
561284,star,4170.69,alberta
149426,star,4173.14,ontario
943048,star,4175.95,ontario
447804,star,4177.7,alberta
907595,star,4177.88,british columbia
337488,star,4178.59,quebec
552818,star,4178.59,british columbia
268439,star,4179.49,ontario
936214,star,4179.49,yukon
642485,star,4185.76,ontario
341594,star,4187.78,british columbia
481902,star,4191.06,newfoundland
710203,star,4191.97,ontario
898630,star,4194.66,british columbia
182058,star,4196.69,ontario
263127,star,4196.69,british columbia
709385,star,4200.37,british columbia
224952,star,4200.82,ontario
326707,star,4200.82,british columbia
687525,star,4202.66,quebec
770094,star,4209.28,british columbia
839659,star,4209.28,ontario
806850,star,4894.99,quebec
448577,star,4210.1,british columbia
863259,star,4216.2,british columbia
269632,star,4220.61,ontario
705641,star,4221.31,british columbia
133730,star,4222.63,ontario
960253,star,4222.98,ontario
602068,star,4223.27,ontario
690494,star,4229.92,ontario
571498,star,4233.57,british columbia
390911,star,4236.3,manitoba
939289,star,4236.47,quebec
133035,star,4236.81,yukon
435789,star,4236.81,ontario
655721,star,4905.13,quebec
318751,star,4240.93,british columbia
319822,star,4241.64,new brunswick
339845,star,4250.28,quebec
666878,star,4250.28,ontario
761150,star,4250.28,new brunswick
786703,star,4250.28,british columbia
694472,star,4250.78,quebec
799399,aurora,4969.36,quebec
243001,star,4254.62,ontario
382738,star,4254.62,saskatchewan
900977,star,4254.62,quebec
831829,star,4257.48,manitoba
385235,star,4260.71,ontario
206591,star,4260.77,british columbia
167363,star,4268.62,quebec
335755,star,4268.62,british columbia
574391,star,4270.03,british columbia
585509,star,4270.03,ontario
753977,star,4270.03,ontario
768518,star,4270.03,new brunswick
935253,star,4270.03,quebec
960678,star,4270.03,quebec
284610,star,4271.2,ontario
337815,star,4272.59,ontario
182184,star,4276.92,alberta
578944,star,4280.75,quebec
748831,star,4281.06,ontario
258860,star,4282.95,ontario
314413,star,4282.95,new brunswick
541564,star,4282.95,quebec
791765,star,4285.58,quebec
824668,star,4293.01,ontario
176359,star,4297.19,ontario
408468,star,4297.19,british columbia
532378,star,4299.84,british columbia
167219,star,4300.9,new brunswick
756496,star,4303.64,british columbia
196798,star,4307.42,british columbia
140750,star,4311.42,newfoundland
584173,star,4312.77,british columbia
855721,star,4312.87,ontario
734119,star,4315.67,british columbia
456554,star,4315.79,quebec
474383,star,4318.09,british columbia
892994,star,4318.09,ontario
273552,star,4325.49,ontario
863626,star,4328.37,manitoba
314250,star,4328.86,manitoba
135878,star,4330.39,british columbia
476497,star,4330.39,ontario
682979,star,4330.39,ontario
909476,star,4330.39,ontario
512897,star,4334.06,newfoundland
537795,star,4334.06,ontario
700276,star,4334.06,alberta
708271,star,4334.06,quebec
843672,star,4335.68,ontario
419237,star,4339.87,ontario
645147,star,4340.09,british columbia
704074,star,4340.09,ontario
978654,star,4340.86,quebec
227015,star,4341.36,ontario
165596,star,4344.52,british columbia
819592,star,4344.99,quebec
847559,star,4344.99,british columbia
523288,star,4347.16,ontario
969318,star,4347.59,ontario
370990,star,4349.31,british columbia
433946,star,4349.31,ontario
263822,star,4351.55,british columbia
387650,star,4354.4,british columbia
768030,star,4354.4,ontario
398305,aurora,5009.6,quebec
304643,star,4359.74,ontario
502745,aurora,5131.36,quebec
683909,aurora,5139.56,quebec
413305,star,4362.93,quebec
600063,star,4362.93,british columbia
846119,star,4363.2,british columbia
700731,star,4363.6,quebec
257391,star,4364.31,british columbia
935068,star,4369.6,new brunswick
628180,star,4369.7,quebec
415090,aurora,5150.42,quebec
646022,star,4374.04,british columbia
245575,star,4376.36,newfoundland
327903,star,4376.36,ontario
701708,star,4376.36,british columbia
245604,star,4379.77,british columbia
649054,star,4379.77,ontario
496387,star,4379.93,british columbia
928294,star,4383.15,nova scotia
210148,star,4383.75,ontario
265317,star,4383.75,british columbia
765127,star,4384.85,british columbia
485330,aurora,5292.2,quebec
130953,star,4386.28,ontario
241144,star,4386.28,british columbia
753130,star,4386.28,ontario
962267,star,4386.28,ontario
401722,star,4389.95,newfoundland
994993,star,4395.89,british columbia
275694,aurora,5340.54,quebec
693196,star,4407.77,quebec
712248,star,4407.97,quebec
441423,star,4413.29,saskatchewan
901775,star,4414.58,ontario
353535,star,4416.21,alberta
807058,star,4420.25,quebec
218425,star,4422.41,british columbia
938323,star,4422.41,ontario
638732,star,4422.62,ontario
583601,star,4422.88,new brunswick
895185,star,4423.69,british columbia
641869,star,4424.58,manitoba
529733,star,4426.1,new brunswick
377029,star,4428.03,ontario
638602,star,4428.03,ontario
373501,star,4428.63,new brunswick
580628,star,4429.19,british columbia
948658,star,4429.19,ontario
521176,star,4433.69,quebec
907544,star,4433.97,ontario
597228,star,4434.41,ontario
351389,star,4436.81,ontario
533742,star,4437.84,ontario
916131,star,4439.68,british columbia
178036,star,4443.74,ontario
601167,star,4446.74,ontario
821705,star,4447.42,quebec
662521,star,4448.64,manitoba
191558,star,4455.52,british columbia
749362,star,4456.02,ontario
803084,star,4457.94,british columbia
100644,star,4458.11,alberta
220564,star,4458.11,ontario
753987,star,4458.11,ontario
858814,star,4458.11,ontario
680565,star,4462.45,quebec
268958,star,4463.0,british columbia
496482,star,4463.0,british columbia
464137,star,4466.98,british columbia
958800,star,4467.71,new brunswick
691520,star,4468.51,ontario
611051,star,4470.18,ontario
151183,star,4471.78,alberta
633135,star,4473.88,british columbia
487027,star,4475.05,ontario
987612,star,4475.05,british columbia
830071,star,4475.16,quebec
905469,star,4475.16,manitoba
811139,star,4475.42,ontario
617108,star,4476.81,quebec
252147,aurora,5384.02,quebec
586891,star,4481.39,british columbia
660197,star,4482.02,yukon
898788,star,4483.84,british columbia
411365,star,4488.13,ontario
184976,star,4490.55,quebec
952629,star,4490.6,ontario
962055,star,4490.6,british columbia
951226,star,4492.23,manitoba
478431,star,4499.49,ontario
153261,star,4502.41,new brunswick
455234,star,4502.67,ontario
441724,star,4502.68,ontario
103359,star,4502.87,british columbia
509614,star,4504.16,nova scotia
634916,star,4504.16,saskatchewan
415077,star,4505.4,ontario
556622,star,4505.85,british columbia
160250,star,4506.49,quebec
118418,aurora,5442.74,quebec
356980,star,4510.19,ontario
617916,star,4510.19,british columbia
125996,star,4512.2,british columbia
135977,star,4514.25,manitoba
948053,star,4514.25,quebec
165138,star,4516.81,new brunswick
593007,star,4518.02,quebec
207047,star,4518.78,quebec
276152,star,4520.34,ontario
780728,star,4520.34,yukon
389995,star,4522.88,british columbia
112661,star,4523.75,ontario
682288,star,4524.64,new brunswick
271432,star,4526.13,british columbia
267951,star,4526.61,quebec
407648,star,4528.5,alberta
742886,star,4528.5,ontario
259170,star,4529.11,british columbia
379716,star,4529.11,ontario
955633,star,4531.37,british columbia
902690,star,4538.12,ontario
406373,star,4540.99,quebec
186246,star,4541.26,new brunswick
467580,star,4547.16,ontario
492757,star,4547.32,ontario
728655,star,4548.29,british columbia
437407,star,4549.08,british columbia
571845,star,4549.34,british columbia
436975,star,4550.86,british columbia
126097,star,4551.06,ontario
779046,star,4551.06,british columbia
638618,star,4553.81,ontario
627893,star,4554.91,quebec
831780,star,4556.59,british columbia
107519,aurora,5470.06,quebec
444092,star,4558.5,british columbia
975614,star,4558.97,quebec
269960,star,4563.86,ontario
519726,star,4566.12,ontario
327530,star,4566.38,british columbia
511342,star,4566.38,ontario
298999,aurora,5498.94,quebec
254575,star,4572.04,british columbia
229692,star,4574.0,ontario
129743,star,4574.52,alberta
146572,star,4579.61,ontario
301563,star,4582.65,quebec
613234,star,4582.69,british columbia
731160,star,4582.9,british columbia
194959,star,4590.81,ontario
973951,star,4590.81,british columbia
770651,star,4594.29,saskatchewan
910336,star,4595.04,ontario
304601,star,4595.52,prince edward island
553412,star,4601.63,alberta
568484,star,4605.27,ontario
166911,star,4605.87,ontario
637235,star,4605.87,yukon
960555,star,4607.24,british columbia
803747,star,4611.25,british columbia
307166,star,4617.39,quebec
799857,star,4617.84,ontario
648648,star,4619.45,ontario
301794,star,4620.39,british columbia
286954,star,4623.62,quebec
705262,star,4625.55,alberta
430221,star,4626.8,manitoba
695428,star,4626.8,british columbia
772437,star,4626.8,alberta
834270,star,4626.8,ontario
867840,star,4627.09,ontario
673934,star,4629.0,ontario
355184,star,4629.97,ontario
839295,star,4631.01,british columbia
920966,star,4633.34,ontario
992072,star,4633.45,british columbia
159233,star,4634.73,ontario
145480,star,4636.55,nova scotia
371191,star,4636.55,ontario
514552,star,4636.55,alberta
615673,star,4636.55,british columbia
692252,star,4636.55,british columbia
828481,star,4636.55,ontario
210752,star,4637.03,quebec
115405,star,4637.16,ontario
655085,star,4639.98,alberta
956619,star,4639.98,ontario
754774,star,4642.02,quebec
289354,star,4643.41,ontario
613908,star,4644.9,british columbia
538979,star,4645.57,ontario
754264,star,4645.84,british columbia
421432,star,4647.42,ontario
149430,star,4650.06,british columbia
634423,star,4650.06,new brunswick
342679,star,4652.89,ontario
717806,star,4652.91,ontario
226511,star,4653.09,british columbia
586100,star,4653.09,quebec
566808,star,4654.58,british columbia
665548,star,4654.95,quebec
327470,star,4655.39,ontario
584017,star,4656.49,british columbia
287414,star,4660.01,quebec
227008,star,4665.25,ontario
124987,star,4666.64,british columbia
540918,star,4666.64,ontario
408931,star,4668.04,quebec
518771,star,4669.23,british columbia
148368,star,4670.05,alberta
371164,star,4670.06,prince edward island
299278,star,4673.2,british columbia
784787,star,4674.71,quebec
526644,star,4679.98,ontario
699194,aurora,5704.98,quebec
620587,star,4682.25,british columbia
681309,star,4682.25,ontario
894620,star,4683.44,yukon
217792,star,4686.47,british columbia
290024,star,4686.47,ontario
429933,star,4686.47,british columbia
920545,star,4686.47,ontario
314182,star,4691.04,quebec
220601,star,4692.05,manitoba
407173,star,4692.66,ontario
307321,star,4693.75,ontario
720007,star,4697.15,british columbia
954424,star,4698.76,ontario
691332,aurora,5723.54,quebec
491253,star,4700.42,new brunswick
144756,star,4700.58,alberta
670040,star,4705.59,newfoundland
634807,star,4706.68,alberta
129429,star,4709.52,british columbia
966285,star,4711.85,quebec
340691,star,4713.4,quebec
959364,star,4714.04,ontario
597630,star,4715.29,quebec
630869,star,4715.32,ontario
974500,star,4715.47,nova scotia
296736,star,4717.63,quebec
438263,star,4717.63,manitoba
198407,star,4718.56,ontario
601583,star,4718.56,alberta
352581,star,4720.61,british columbia
759603,aurora,6325.03,quebec
526663,star,4726.87,quebec
707042,star,4726.87,ontario
134180,star,4726.96,ontario
539537,star,4726.96,british columbia
260155,star,4727.35,british columbia
697079,star,4729.59,british columbia
420222,star,4729.97,newfoundland
580586,star,4730.36,ontario
833627,star,4731.37,ontario
110099,star,4731.84,yukon
332208,star,4733.51,quebec
709123,star,4733.51,british columbia
347861,star,4735.18,british columbia
668000,star,4736.35,ontario
641123,star,4737.41,ontario
788332,star,4738.99,ontario
415327,star,4739.3,quebec
531793,star,4739.86,british columbia
598016,star,4742.62,british columbia
121751,star,4743.62,ontario
361892,star,4743.62,british columbia
201564,star,4744.97,saskatchewan
508728,star,4744.97,ontario
550213,star,4746.69,ontario
173485,star,4748.79,saskatchewan
571017,star,4751.28,ontario
455594,star,4754.45,ontario
330249,star,4755.37,ontario
794348,star,4755.48,british columbia
561874,star,4755.72,british columbia
319504,star,4755.76,ontario
746502,aurora,6328.18,quebec
372069,star,4756.13,british columbia
600013,star,4756.91,quebec
722629,star,4757.24,quebec
556266,star,4758.47,quebec
842405,star,4760.94,quebec
919668,star,4762.16,british columbia
925433,star,4762.16,ontario
489781,star,4762.59,quebec
462459,star,4762.82,ontario
595681,star,4762.82,alberta
680754,star,4762.82,ontario
742854,star,4762.82,british columbia
993170,aurora,6366.23,quebec
426317,star,4767.69,quebec
485383,star,4770.26,ontario
486860,aurora,6393.87,quebec
264018,star,4770.55,quebec
348732,star,4770.55,quebec
553254,star,4770.55,alberta
706918,star,4770.55,british columbia
773857,star,4770.55,ontario
790287,star,4770.98,ontario
811612,star,4772.93,newfoundland
494552,star,4772.94,british columbia
667615,star,4772.94,alberta
754175,star,4772.94,ontario
755276,star,4772.94,alberta
952493,star,4772.94,ontario
815626,star,4773.69,ontario
957008,star,4773.69,british columbia
222280,aurora,6466.3,quebec
895601,star,4776.19,ontario
192651,star,4777.12,british columbia
644417,star,4778.68,british columbia
881943,star,4779.89,ontario
405465,star,4783.92,british columbia
642409,star,4783.92,quebec
234047,star,4786.01,quebec
366911,star,4786.05,ontario
424540,star,4787.21,british columbia
985622,star,4787.81,ontario
255718,star,4792.81,british columbia
874589,star,4792.83,british columbia
631232,star,4794.93,ontario
725705,star,4794.93,british columbia
463890,star,4794.96,british columbia
760842,star,4799.62,quebec
887026,star,4801.66,ontario
377302,star,4803.78,quebec
364931,star,4804.36,british columbia
916478,aurora,6745.89,quebec
103362,star,4807.0,quebec
953097,star,4807.85,quebec
146067,star,4808.96,saskatchewan
842390,star,4809.22,ontario
620741,star,4810.98,quebec
848003,star,4810.98,manitoba
833024,star,4811.18,manitoba
457525,star,4811.74,quebec
220315,star,4813.28,ontario
547994,star,4813.28,british columbia
324881,star,4815.01,ontario
233646,star,4815.02,nova scotia
809016,star,4815.53,ontario
350675,star,4815.85,manitoba
773219,star,4819.18,british columbia
129515,star,4820.7,ontario
146760,star,4821.99,quebec
448483,star,4823.56,manitoba
510841,star,4825.5,british columbia
261229,star,4825.65,quebec
496728,star,4825.65,british columbia
549862,star,4826.83,quebec
277430,star,4827.78,quebec
728043,star,4829.57,quebec
533666,star,4830.91,quebec
645600,star,4832.12,quebec
441340,star,4834.71,british columbia
587591,star,4834.71,british columbia
642449,star,4835.57,ontario
514917,star,4836.05,british columbia
188328,aurora,7199.65,quebec
260712,star,4836.89,nova scotia
357901,aurora,7218.16,quebec
441359,star,4838.21,alberta
256135,star,4838.88,ontario
765261,star,4838.88,british columbia
900359,star,4838.98,ontario
909854,star,4838.98,british columbia
704112,star,4839.11,british columbia
756543,star,4841.06,british columbia
862979,aurora,7231.0,quebec
643026,star,4845.0,newfoundland
325498,star,4846.32,quebec
287385,star,4848.9,british columbia
871145,star,4848.9,ontario
145449,aurora,7524.74,quebec
896947,star,4858.43,ontario
453719,star,4860.58,new brunswick
784537,star,4860.58,quebec
346809,star,4860.62,ontario
757938,star,4860.62,british columbia
950915,star,4860.91,quebec
764544,star,4861.49,british columbia
756973,star,4862.91,manitoba
745738,star,4863.27,quebec
401007,star,4864.38,quebec
981674,star,4864.38,british columbia
723055,star,4864.53,nova scotia
357375,star,4865.37,british columbia
958143,star,4865.85,ontario
328754,star,4866.65,ontario
946258,star,4867.38,newfoundland
210746,star,4869.28,british columbia
302957,star,4869.28,ontario
774234,star,4869.6,quebec
557289,star,4871.15,ontario
603531,star,4873.35,manitoba
682337,star,4873.67,ontario
368523,star,4874.22,british columbia
274179,star,4875.32,british columbia
833679,star,4875.32,ontario
742062,star,4876.32,british columbia
789303,star,4876.47,alberta
299366,star,4877.61,quebec
666952,star,4877.61,british columbia
289863,star,4877.95,quebec
773390,star,4879.38,ontario
240476,star,4879.44,quebec
865411,star,4879.44,newfoundland
727446,star,4880.71,ontario
858557,star,4880.95,british columbia
388639,star,4881.75,ontario
170443,aurora,7664.81,quebec
925413,star,4883.12,british columbia
650553,star,4883.55,quebec
536066,star,4885.16,alberta
286641,star,4886.54,ontario
561219,star,4886.54,british columbia
154864,star,4887.79,saskatchewan
945050,star,4889.77,ontario
144565,star,4892.42,british columbia
536535,star,4892.63,newfoundland
921563,star,4893.29,ontario
231843,star,4896.27,british columbia
519213,star,4896.56,ontario
429448,star,4900.34,manitoba
841437,star,4900.55,ontario
608601,star,4901.89,quebec
694388,star,4903.81,quebec
206576,star,4904.89,british columbia
441439,star,4904.89,quebec
496159,star,4904.89,new brunswick
804239,star,4904.89,british columbia
818870,star,4904.89,ontario
627502,star,4908.21,british columbia
881106,star,4908.21,ontario
347997,star,4909.84,quebec
530281,star,4911.77,british columbia
806839,star,4912.03,ontario
415896,star,4916.3,ontario
441782,star,4916.3,british columbia
109840,star,4916.37,quebec
631683,star,4917.89,ontario
202227,star,4918.92,ontario
980952,star,4918.92,british columbia
492812,star,4920.49,nova scotia
969689,star,4920.77,new brunswick
688410,star,4921.33,british columbia
102184,star,4923.18,alberta
292084,star,4923.18,ontario
964047,star,4923.95,quebec
997370,star,4926.28,british columbia
536959,star,4927.71,newfoundland
574613,star,4928.4,ontario
277285,star,4929.55,british columbia
572463,star,4929.55,british columbia
604825,star,4929.55,ontario
621072,aurora,7772.47,quebec
782284,aurora,8447.89,quebec
842190,star,4931.22,alberta
374107,star,4931.5,nova scotia
558854,star,4931.5,quebec
988223,star,4932.88,british columbia
335137,star,4932.92,ontario
347431,star,4932.92,alberta
299397,star,4935.64,newfoundland
426791,star,4935.64,quebec
595965,star,4936.89,british columbia
481893,star,4938.21,manitoba
456432,star,4938.73,ontario
326240,star,4938.89,quebec
500060,star,4942.87,new brunswick
699750,star,4943.39,british columbia
754338,star,4951.66,ontario
729518,star,4953.09,ontario
248664,star,4954.29,quebec
146037,star,4956.25,british columbia
305687,star,4956.25,quebec
633140,star,4957.03,british columbia
326267,star,4957.4,ontario
696026,star,4958.02,quebec
868161,star,4960.97,alberta
169932,star,4961.57,quebec
716435,star,4962.21,ontario
750922,star,4964.63,ontario
751829,star,4966.74,ontario
114743,star,4966.77,new brunswick
488884,star,4966.77,quebec
663150,star,4967.04,quebec
261573,star,4967.54,nova scotia
126216,star,4969.53,ontario
261283,star,4969.53,british columbia
255836,star,4971.35,ontario
247471,star,4974.8,ontario
473144,star,4974.8,british columbia
652614,star,4974.8,quebec
682103,star,4974.8,ontario
902693,star,4974.8,nova scotia
904805,star,4974.87,quebec
703852,star,4975.17,ontario
497194,star,4979.08,ontario
907950,star,4979.08,british columbia
154136,star,4981.83,british columbia
687412,star,4982.68,ontario
183374,star,4983.46,ontario
185288,star,4983.46,british columbia
509607,star,4983.62,ontario
702938,star,4983.9,newfoundland
997964,star,4983.9,quebec
562411,star,4984.1,ontario
121236,star,4984.62,british columbia
490860,star,4984.62,british columbia
633458,star,4990.34,quebec
377289,star,4991.47,british columbia
463298,star,4991.54,quebec
444259,star,4992.06,ontario
836984,star,4992.06,alberta
660922,star,4992.92,british columbia
557852,star,4993.03,british columbia
599491,star,4993.03,ontario
732362,star,4995.17,ontario
282181,star,4996.55,british columbia
724510,star,4996.56,quebec
967298,star,4996.56,manitoba
137185,star,5001.53,alberta
528229,star,5001.53,ontario
607696,star,5002.09,quebec
358968,star,5003.34,saskatchewan
327163,star,5004.14,british columbia
883230,star,5004.14,ontario
262508,star,5004.26,ontario
963100,star,5004.26,alberta
436971,star,5004.31,alberta
619141,star,5007.67,quebec
928082,star,5007.67,newfoundland
960934,star,5008.79,quebec
734824,star,5009.81,british columbia
296689,star,5010.38,nova scotia
965698,star,5011.26,alberta
742319,star,5012.08,ontario
894048,star,5012.08,british columbia
103436,star,5015.01,quebec
509060,star,5015.01,ontario
768255,star,5015.01,alberta
934280,star,5015.01,british columbia
310983,star,5015.64,quebec
357971,star,5015.64,manitoba
545144,star,5017.61,quebec
752548,star,5017.85,newfoundland
402332,star,5018.89,alberta
756559,star,5021.15,newfoundland
603082,star,5024.03,quebec
